id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,original_language,release_year
1656,The Legend of Zorro,2005-10-24,6.4878,6.123,3074,"[28, 12, 37]","Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega and his wife, Elena, to take action.",en,2005
3082,Modern Times,1936-02-05,5.8468,8.28,4064,"[35, 18, 10749]","A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..",en,1936
660120,The Worst Person in the World,2021-10-13,5.7196,7.438,1813,"[18, 10749, 35]","The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",no,2021
2899,Asterix & Obelix: Mission Cleopatra,2002-01-30,6.0693,7.371,3763,"[10751, 14, 35, 12]",History's favorite Gauls assist Queen Cleopatra when she wagers that the Egyptian people can build a palace for Julius Caesar in just three months.,fr,2002
256274,"As Above, So Below",2014-08-14,5.3152,6.739,3827,"[27, 53]","When a team of explorers venture into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",en,2014
526896,Morbius,2022-03-30,5.9803,5.915,4792,"[28, 878, 14]","Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",en,2022
34584,The NeverEnding Story,1984-04-06,5.5663,7.217,4356,"[12, 14, 10751, 18]","While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",de,1984
1578,Raging Bull,1980-11-14,6.0305,7.904,4734,"[18, 36]","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",en,1980
661539,A Complete Unknown,2024-12-25,5.616,7.083,1418,"[18, 10402]","New York, early 1960s. Against the backdrop of a vibrant music scene and tumultuous cultural upheaval, an enigmatic 19-year-old from Minnesota arrives in the West Village with his guitar and revolutionary talent, destined to change the course of American music.",en,2024
9408,Surf's Up,2007-06-08,6.0789,6.494,2728,"[16, 35, 10751]","With a documentary crew in tow, Cody Maverick—a young surfer from Antarctica—travels to the pacific for his first professional competition. Determined to earn respect and live up to his idol, Big Z, Cody pushes himself to the limit. But all that changes when an encounter with a laid-back local forces him to rethink his values.",en,2007
39538,Contagion,2011-09-08,5.8718,6.648,6510,"[18, 53, 878]","As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",en,2011
28966,Wings,1927-08-12,3.9707,7.227,324,"[18, 28, 10752, 10749]","Two young men, one rich, one middle class, both in love with the same woman, become US Air Corps fighter pilots and, eventually, heroic flying aces during World War I. Devoted best friends, their mutual love of the girl eventually threatens their bond. Meanwhile, a hometown girl who's the lovestruck lifelong next door neighbor of one of them pines away.",en,1927
479455,Men in Black: International,2019-06-12,5.9849,5.897,5320,"[35, 878, 28, 12]","The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",en,2019
8068,Desperado,1995-08-25,5.4964,6.935,3117,"[53, 28, 80]","El Mariachi plunges headfirst into the dark border underworld when he follows a trail of blood to the last of the infamous Mexican drug lords, Bucho, for an action-packed, bullet-riddled showdown. With the help of his friend and a beautiful bookstore owner, El Mariachi tracks Bucho, takes on his army of desperados, and leaves his own trail of blood.",en,1995
592983,Spellbound,2024-11-22,5.4618,6.602,308,"[16, 14, 10751, 12, 35]","When a powerful spell turns her parents into giant monsters, a teenage princess must journey into the wild to reverse the curse before it's too late.",en,2024
445571,Game Night,2018-02-15,5.3296,6.846,6260,"[9648, 35, 80]","Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",en,2018
796499,Army of Thieves,2021-10-29,5.0386,6.803,2265,"[28, 80, 35]",A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,en,2021
1043905,Dirty Angels,2024-12-11,5.3107,6.1,374,"[18, 53, 10752]","During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban.",en,2024
10567,Dinosaur,2000-05-19,5.883,6.556,2724,"[16, 10751, 12, 18]",An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,en,2000
20325,Swing Time,1936-08-28,4.8584,6.85,250,"[10749, 35]","Lucky is tricked into missing his own wedding to Margaret and has to make $25,000 so her father will allow him to marry her. He and business partner Pop go to New York where they run into dancing instructor Penny. She and Lucky form a successful dance partnership, but romance is blighted by his old attachment to Margaret and hers for Ricky.",en,1936
110420,Wolf Children,2012-07-21,5.6891,8.2,2464,"[16, 10751, 18, 14]","After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",ja,2012
11679,xXx: State of the Union,2005-04-27,5.1661,5.093,2022,"[28, 12, 80, 53]",Darius Stone's criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert.,en,2005
13161,Big Stan,2007-11-03,5.2688,6.596,1030,"[35, 80]",A weak con man panics when he learns he's going to prison for fraud. He hires a mysterious martial arts guru who helps transform him into a martial arts expert who can fight off inmates who want to hurt or love him.,en,2007
117,The Untouchables,1987-06-03,6.0017,7.755,6139,"[80, 36, 53]","Elliot Ness, an ambitious prohibition agent, is determined to take down Al Capone. In order to achieve this goal, he forms a group given the nickname “The Untouchables”.",en,1987
537996,The Ballad of Buster Scruggs,2018-11-09,5.4108,7.136,4402,"[37, 35, 18]","Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.",en,2018
399366,Marrowbone,2017-10-27,5.5187,7.3,1817,"[53, 27, 9648]",A young man and his three younger siblings are plagued by a sinister presence in the sprawling manor in which they live.,es,2017
136400,2 Guns,2013-08-02,5.4825,6.54,4477,"[28, 35, 80]",A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,en,2013
667520,A Whisker Away,2020-06-18,5.4912,7.87,1485,"[16, 18, 10749, 14]","A peculiar girl transforms into a cat to catch her crush's attention. But before she realizes it, the line between human and animal starts to blur.",ja,2020
262504,Allegiant,2016-03-09,5.7378,6.099,6951,"[12, 878, 28, 9648]",Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,en,2016
929,Godzilla,1998-05-20,6.1608,5.649,4207,"[878, 28, 53]","French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world.",en,1998
264644,Room,2015-10-16,5.7251,7.995,9657,"[18, 53]","Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",en,2015
501929,The Mitchells vs. the Machines,2021-04-22,5.28,7.844,3324,"[16, 12, 35]","A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",en,2021
466282,To All the Boys I've Loved Before,2018-08-17,5.9301,7.594,8700,"[35, 10749]",Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out.,en,2018
